,0
Escolaridade,0.03940173399925437
Multimorbidity_T3,0.03684529709729964
Idade_T3,0.03569291663080463
Idade_T1,0.035199350651202346
Num_Horas_Dorme_Por_Dia_T1,0.034898501822844576
Cod_Alcool_T3,0.03456071338234751
Multimorbidity_T1,0.03345493477450125
Num_Horas_Dorme_Por_Dia_T3,0.03316006529461574
Idade_T2,0.03085505496183739
Num_Pessoas_Agregado_T2,0.03054125117162352
