DepressivePathGroup,1.0,2.0,3.0,4.0,5.0,6.0
1,0.2751592356687898,0.2454352441613588,0.21316348195329088,0.23397027600849257,0.030148619957537155,0.0021231422505307855
2,0.09045226130653267,0.1306532663316583,0.16080402010050251,0.5326633165829145,0.08542713567839195,0.0
3,0.014285714285714285,0.12857142857142856,0.15714285714285714,0.5428571428571428,0.15714285714285714,0.0
