DepressivePathGroup,1.0,2.0,3.0,4.0,5.0,6.0,7.0
1,0.5599407992106561,0.0370004933399112,0.03996053280710409,0.09028120374938332,0.23088307844104589,0.023680315737543166,0.018253576714356193
2,0.32727272727272727,0.030303030303030304,0.10909090909090909,0.10303030303030303,0.40606060606060607,0.0,0.024242424242424242
3,0.1774193548387097,0.03225806451612903,0.14516129032258066,0.14516129032258066,0.45161290322580644,0.0,0.04838709677419355
