DepressivePathGroup,value,wave,variable
1,46.529087048832274,T0,Ageing
2,56.221105527638194,T0,Ageing
3,58.4,T0,Ageing
1,48.39039932030586,T1,Ageing
2,57.90954773869347,T1,Ageing
3,59.92857142857143,T1,Ageing
1,49.73761647866601,T2,Ageing
2,59.36746987951807,T2,Ageing
3,60.46031746031746,T2,Ageing
1,54.85944798301486,T3,Ageing
2,64.4321608040201,T3,Ageing
3,66.62857142857143,T3,Ageing
