DepressivePathGroup,value,wave,variable
1,1.5439490445859874,T0,Multimorbidity
2,2.7185929648241207,T0,Multimorbidity
3,3.4,T0,Multimorbidity
1,0.8004246284501062,T1,Multimorbidity
2,1.1909547738693467,T1,Multimorbidity
3,1.6571428571428573,T1,Multimorbidity
1,1.0556263269639066,T2,Multimorbidity
2,2.3266331658291457,T2,Multimorbidity
3,2.914285714285714,T2,Multimorbidity
1,1.3774946921443736,T3,Multimorbidity
2,2.5678391959798996,T3,Multimorbidity
3,3.342857142857143,T3,Multimorbidity
