DepressivePathGroup,value,wave,variable
1,2.610191082802548,T0,Smoking
2,2.7386934673366836,T0,Smoking
3,2.657142857142857,T0,Smoking
1,2.687792428753722,T1,Smoking
2,2.4673366834170856,T1,Smoking
3,2.4857142857142858,T1,Smoking
1,2.6415841584158417,T2,Smoking
2,2.4727272727272727,T2,Smoking
3,2.5806451612903225,T2,Smoking
1,2.606241983753741,T3,Smoking
2,2.476683937823834,T3,Smoking
3,2.3768115942028984,T3,Smoking
