,0
const,0.00045398150842901834
Pontuacao_Ansiedade,0.00015336176133084816
hads12,0.0003803020282095212
hads4,0.0003580128184292389
hads2,0.00013422078909932966
haq20,0.028638525348171035
hads8,0.0005056539220296343
eq5d5,0.04381453139137363
hads10,0.001978872980994214
hads14,0.0014191322819344166
score_eq5d,0.04114098302333308
hads6,0.0032524403316681856
