,0
score_eq5d,0.13699205413890697
hads7,0.13040003358441463
eq5d5,0.12398885784987801
hads5,0.0955911653356514
hads1,0.09528542388995051
haqScore,0.06506174815353036
Pontuacao_Ansiedade,0.05442482165739454
haq13,0.04156300303685395
hads3,0.038182749637145554
haq14,0.03512656655861955
