,0
hads12,0.1948994329674349
hads6,0.1801070435659515
hads4,0.16131192611730594
hads2,0.12232299999398372
hads8,0.0657599813895613
hads10,0.0594270916456897
hads14,0.048424479677226004
score_eq5d,0.029054940703340033
haqScore,0.028382395006876764
eq5d5,0.018397527106320515
