,0
const,4.48198190761561e-255
hads9,0.0022153166062926282
hads7,1.5708136368008477e-08
haq11,0.04994342970020467
hads13,0.024982520206395145
hads3,0.0005239605551135767
hads1,7.472985777776495e-07
hads5,4.2753775553886786e-05
eq5d5,0.005253305472262441
haqScore,0.00012338177436035485
