,0
const,3.294638746575484e-127
hads7,0.016088661240835092
hads5,0.0393750897960076
eq5d5,0.00011159969170200992
hads1,0.04437454627421578
Doenca_Mental,0.005839543716590483
eq5d6,0.000924657447104862
