,0
const,3.256667765794516e-128
hads7,5.360504201268544e-06
haqScore,0.010547347798445033
haq9,0.02896159621416468
hads1,0.024588538151656472
Doenca_Mental,0.04622151665975283
score_eq5d,0.0339778905555578
haq8,0.02931368838654472
eq5d7,2.3951817238156052e-05
